text,label
"இந்நிலையில், யுவன் சங்கர் ராஜாவின் மனைவி ஜபருன்னிசா இந்தப் படத்தின் மூலம் காஸ்ட்யூம் டிசைனராக சினிமாவில் கால் பதிக்கிறார். டிசைனிங்கில் ஆர்வம் உள்ள அவர், புது அனுபவத்துக்காக சினிமாவில் டிசைனராகப் பணியாற்றுகிறார். ",tamil-cinema
விக்னேஷ் சிவன் இயக்கத்தில் சூர்யா நடித்துள்ள 'தானா சேர்ந்த கூட்டம்' படத்தின் இறுதிக்கட்டப் பணிகள் தீவிரமாக நடைபெற்று வருகிறது. ஜனவரி 12-ம் தேதி வெளியீட்டிற்கு மும்முரமாக பணிபுரிந்து வருகிறது படக்குழு.,tamil-cinema
கீதாஞ்சலி செல்வராகவனின் உடல் எடை குறைந்த புகைப்படத்திற்கு பிரபலங்கள் பலரும் சமூக வலைதளத்தில் பாராட்டு தெரிவித்திருக்கிறார்கள்.,tamil-cinema
"உணவு விஷயத்தில், யார் யார் என்னவிதமாக, எப்படியெல்லாம் செய்வார்கள் என்று உணர்ந்து, அவர்களிடம் கேட்டுச் சாப்பிடுகிற குழந்தைகளைப் போலத்தான் தெய்வங்களும்!",spirituality
ராகு என்ன மாதிரியான தோஷ பலன்களை தருவார் என்று பார்த்தோம். கேது பகவான் என்ன செய்வார் என்று இப்போது பார்ப்போம்.,spirituality
 ஆழ்வார்கள் பாடிய பாடல்களைத் தொகுத்தவர் நாதமுனிகள். இதுவே நாலாயிர திவ்ய பிரபந்தம் என்று போற்றப்படுகிறது. இவர் ஒருமுறை கும்பகோணம் சாரங்கபாணி பெருமாள் மீதான ஆராவமுதே என்று தொடங்கும் திவ்யபிரபந்த பாசுரத்தை சிலர் பாடக்கேட்டு மெய்ம்மறந்து நின்றார்.,spirituality
"தமிழக காவல்துறையில் தீரன்களும் அவர்தம் சாதனைகளும் அதிகம். எனவே 'தீரன் அதிகாரம் இரண்டு'க்கு தமிழ்நாடு காத்திருக்கும் என்றும், சூர்யாவுக்கு கார்த்தி கடும் போட்டியாக இருக்கிறார் என்றும் சென்னை மாநகர காவல் துணை ஆணையர் சரவணன் பாராட்டியுள்ளார்.",tamil-cinema
பரிகாரம்: நாகதேவதையை வணங்க எல்லா பிரச்சினைகளும் தீரும். வாழ்க்கையில் முன்னேற்றம் உண்டாகும்.,spirituality
பார்ப்பதற்கு தீப்பெட்டி நகர்வதுதான் தெரியும். உள்ளே... பொன்வண்டின் பேரவஸ்தை நம் கண்ணுக்குத் தெரியாது. அப்படியே தெரிந்தாலும் அதையெல்லாம் பொருட்படுத்த மாட்டோம்.,spirituality
தமிழகத்தில் முதல் நாளில் 16.20 கோடி மட்டுமே வசூல் செய்துள்ளது 'விவேகம்'. ரஜினியின் 'கபாலி' முதல் நாள் வசூல் சாதனையை முறியடிக்கவில்லை.,tamil-cinema
"பணப்பிரச்சினைகள் அனைத்தும் முடிவுக்கு வந்துவிட்டதால், டிசம்பர் 29-ம் தேதி 'உள்குத்து' வெளியாகும் என படக்குழு அறிவித்திருக்கிறது.",tamil-cinema
"கடந்த 10 ஆம் தேதி இமயமலைக்கு புறப்பட்டுச் சென்றார் ரஜினி. சென்னையில் இருந்து விமானம் மூலம் இமாச்சலப் பிரதேச மாநிலம் சிம்லாவுக்குச் சென்றவர், அங்கிருந்து தர்மசாலா, ரிஷிகேஷ் செல்ல ஏற்பாடு செய்யப்பட்டிருந்தது. தனது முக்கிய வழிகாட்டிகளை இந்தப் பயணத்தில் சந்தித்து ஆசி பெறுகிறார் ரஜினிகாந்த்.",tamil-cinema
சுமார் மூவாயிரம் ஆண்டுகள் பழமை வாய்ந்த சிவலிங்கத்தை  அகஸ்திய மாமுனிவர் தனது திருக்கரத்தால் பிரதிஷ்டை செய்துள்ளார் என்கிறது தல புராணம்.,spirituality
மாணவர்களுக்கு அடுத்தவர்களுக்கு உதவிகள் செய்வதில் கவனம் தேவை.  பாடங்களை படிப்பதில் தீவிரம் காட்டுவீர்கள்.,spirituality
"ஒளிப்பதிவாளராக ஆர்.டி.ராஜசேகர், கலை இயக்குநராக செல்வகுமார், வசனகர்த்தாவாக பட்டுக்கோட்டை பிரபாகர், இசையமைப்பாளராக ஹிப் ஹாப் தமிழா, படத்தொகுப்பாளராக புவன் ஸ்ரீனிவாசன் ஆகியோர் இப்படத்தில் பணியாற்றி வருகிறார்கள்.",tamil-cinema
"தற்போது ஏ.ஆர்.முருகதாஸ் இயக்கத்தில் உருவாகும் படத்தில் கவனம் செலுத்தி வருகிறார் விஜய். கீர்த்தி சுரேஷ், யோகி பாபு உள்ளிட்ட பலர் விஜய்யுடன் நடித்து வரும் இப்படத்தை சன் பிக்சர்ஸ் நிறுவனம் தயாரித்து வருகிறது. தற்போது கொல்கத்தாவில் இரண்டாம் கட்ட படப்பிடிப்பு மும்முரமாக நடைபெற்று வருகிறது.",tamil-cinema
தம்மைச் சீர்த்திருத்திக்கொள்ள முன்வருவோர் வரிசையாக ஒவ்வொரு அறிவுரையையும் பின்பற்றி நல்லவராக நலம் பெறுவார். இது உலக வழக்கு.,spirituality
"கலைத்துறையினரே! யதார்த்தமான படைப்புகளால் புகழடைவீர்கள். புதிய இளைய கலைஞர்கள் மூலமாக வெற்றியடைவீர்கள். சம்பள பாக்கி கைக்கு வரும். பரிசு, பாராட்டுகள் உண்டு.",spirituality
"விஜய் ஜோடியாக கீர்த்தி சுரேஷ் நடிக்கும் இந்தப் படத்தில், வரலட்சுமி சரத்குமார் நடிப்பதாக சன் பிக்சர்ஸ் நிறுவனம் அதிகாரப்பூர்வமாக அறிவித்துள்ளது. இதுதான் விஜய்யுடன் இணைந்து வரலட்சுமி சரத்குமார் நடிக்கும் முதல் படம். மேலும், ராதாரவி மற்றும் யோகி பாபு ஆகியோரும் நடிப்பதாகவும் அறிவித்துள்ளது.",tamil-cinema
'இருமுகன்' திரைப்படம் வியாழக்கிழமை வெளியிடப்பட்டு வசூலை அள்ளினார்கள். அவர்கள் பாணியில் வியாழக்கிழமை அன்று வெளியீட்டை திட்டமிட்டு இருக்கிறார்கள்.,tamil-cinema
"கீர்த்தி சுரேஷ் கதாபாத்திரத்துக்கான பங்களிப்பை நிறைவாக வழங்கியிருக்கிறார். எமோஷன் காட்சிகள், காதல் காட்சிகளில் நன்றாக ஸ்கோர் செய்கிறார்.",tamil-cinema
"அதேபோல், நமக்கு ஏதேனும் சின்ன வலியோ வேதனையோ என்றால் துடித்துப்போய்விடுவார்கள். ‘ஐயோ... எம்புள்ள கஷ்டப்படுறானே...’ என்று கலங்கிவிடுவார்கள். எங்கே இருந்தாலும் ஓடிவந்து நம்மருகில் வந்துவிடுவார்கள். நம்மைத் தேற்றுவதிலும் அதில் இருந்து மீட்டெடுப்பதிலும் துணையாக இருப்பார்கள்.",spirituality
'சூப்பர் டீலக்ஸ்' அப்டேட்: பூசாரியாக நடித்திருக்கும் மிஷ்கின்,tamil-cinema
"இளநிலை பொருளாதார பட்டம் பெற்றவர். இந்திய பட்டயக் கணக்காளர், புதுடெல்லி பல்கலைக் கழகத்தில் சட்டம், மிச்சிகன் மேலாண்மை பள்ளியில் நிர்வாகவியல் உயர்கல்வி முடித்துள்ளார்.",business
" தியாகப் பிரம்மம் என்று போற்றப்படும் தியாகராஜ சுவாமிகளுக்கு, கோலாகலமாக இன்று நடக்கிறது ஆராதனை விழா. தஞ்சாவூர்ப் பக்கம் உள்ள திருவையாறில், இன்று தேர்க்கூட்டம் திருவிழாக் கூட்டம் என களைகட்டியிருக்கிறது திருவையாறு! ",spirituality
உன்னடியார்களைப் பகைத்துக் கொண்டவர்களுக்கு பயம் எனும் வெப்பத்தை ஏற்படுத்தும் தூய்மையானவனே! துயில் எழுவாய் என்கிறார்!,spirituality
"இதனால் வரும் நிதி ஆண்டில் கூடுதலாக ரூ.20,000 கோடி கிடைக்க வாய்ப்பு இருக்கிறது. பங்குச்சந்தை முதலீட்டின் மீதான வருமானம் அதிகமாக இருப்பதால் நீண்டகால மூலதன ஆதாய வரி கொண்டு வரப்படுகிறது என ஜேட்லி விளக்கம் அளித்தார்.",business
"இந்தப் படத்தைத் தொடர்ந்து, ‘சுந்தர பாண்டியன்’ படத்தின் இரண்டாம் பாகத்திலும் சசிகுமார் நடிக்க இருப்பதாக அதிகாரபூர்வ அறிவிப்பு வெளியாகி இருக்கிறது. எஸ்.ஆர்.பிரபாகரன் இயக்கத்தில் 2012ஆம் ஆண்டு வெளியான இந்தப் படத்தில், சசிகுமார் ஜோடியாக லட்சுமி மேனன் நடித்திருந்தார்.",tamil-cinema
மனநலம் பாதிக்கப்பட்டவர்களும் தோல் நோயால் அவதிப்படுபவர்களும் குற்றால அருவியில் நீராடி குற்றால நாதரை வழிபட்டால் நற்பலன் கிடைக்கும் என்பது நம்பிக்கை. தீராத தலைவலி உள்ளவர்கள் இங்கே தரப்படுகிற தைலத்தைத் தலையில் தேய்த்துக் கொண்டால் தலைவலி தீரும் என்பது ஐதீகம்.,spirituality
"இப்படியெல்லாம் இருந்துகொண்டே, பாவை நோன்பு விரதத்தையும் மேற்கொள்வோம். என்கிறாள் ஆண்டாள். அதுமட்டுமா. தர்மகாரியங்களில் ஈடுபட்டிருந்தால் மட்டுமே தெய்வ காரியங்களுக்குத் துணையாக இருப்பான் கடவுள் என்பதையும் சுட்டிக் காட்டுகிறாள்.",spirituality
"இந்தப் பாடலை, மார்கழி என்றில்லாமல் எல்லா நாளும் பாடுங்கள். அந்தப் பரம்பொருள், நம்மைக் காத்தருள்வார்.",spirituality
ஐந்து மாடல்களில் பேட்டரி கார்களை தயாரித்து சீனாவில் விற்பனை செய்ய திட்டமிட்டுள்ளதாக அந்நிறுவனம் தெரிவித்துள்ளது.,business
அப்படியொரு ஆனந்தம்தான்... எல்லா அம்மாக்களின் ஆசையும். 'நல்லபையன்னு பேரெடுத்தா அதுவே போதும்' என்று ஆசைப்படும் அம்மாக்களுக்கு அதைத்தவிர வேறு எதையும் பொருட்படுத்துவதில்லை. பொருளூம் பொன்னுமாகக் கொட்டிக் கொடுக்கவேண்டும் என்றெல்லாம் நினைப்பதே இல்லை.,spirituality
"ராகவா லாரன்ஸ் இயக்கி, நாயகனாக நடித்து வரும் படம் 'காஞ்சனா 3'. சன் பிக்சர்ஸ் நிறுவனம் தயாரித்து வரும் இப்படத்தில் ஓவியா மற்றும் வேதிகா நாயகிகளாக நடித்து வருகிறார்கள். வெற்றி ஒளிப்பதிவு செய்து வரும் இதன் படப்பிடிப்பு சென்னையில் மும்முரமாக நடைபெற்று வருகிறது.",tamil-cinema
"இப்படத்தை இயக்கும் வாய்ப்பு எப்படி கிடைத்தது என்பதற்கு இயக்குநர் பிரம்மா, ""’குற்றம் கடிதல்’ பார்த்துவிட்டு சூர்யா சார் போன் செய்தார். அப்போது அவரை சந்தித்து பேசிய போது, 3 கதைகள் சொன்னேன். அதில் ஜோதிகா மேடம் ’மகளிர் மட்டும்' கதையைத் தேர்வு செய்தார்.",tamil-cinema
"திவாலானதாக அறிவிக்கக் கோரிய ஏர்செல் நிறுவனம் மிகுந்த நிதி நெருக்கடியில் சிக்கி இருக்கிறது. அந்த நிறுவனத்தில் பணியாற்றிய 6 ஆயிரத்துக்கும் அதிகமான ஊழியர்களுக்கு ஊதியம் கொடுக்க முடியாமலும், மின்கட்டணம், தண்ணீர் கட்டணம் செலுத்த முடியாமலும் இருப்பதாக தெரியவந்துள்ளது.",business
தமிழகத்தில் விஜய் நடிப்பில் வெளியாகியுள்ள 'மெர்சல்' படத்தின் முதல் நாள் வசூல் எவ்வளவு என்பதை விநியோகஸ்தர்கள் தெரிவித்தார்கள்.,tamil-cinema
"தந்தையைப் போலவே எனக்கும் கடவுள் நம்பிக்கை கிடையாது. ஆனால், புத்த வழிபாட்டில் கவனம் செலுத்துவது பிடிக்கும் என்று கமல்ஹாசனின் மகள் நடிகை அக்‌ஷரா ஹாசன் தெரிவித்துள்ளார். ",tamil-cinema
"சிகாகோவில் இந்து சமயப் பெருமைகளை சுவாமி விவேகானந்தர் எடுத்துக்கூறுவதற்கு முன்னர்வரை, இந்தியாவை சாதுக்களும் சர்ப்பங்களும் குரங்காட்டிகளும் நிறைந்த நாடு என்பதாக மட்டுமே வெளிநாட்டினர் கற்பனை செய்துவைத்திருந்தனர்.",spirituality
துளி சமுத்திரம் சூபி 14: எதுவுமாக அன்றி இறக்கவே விரும்புகிறேன்,spirituality
"இந்திய பங்குச்சந்தைகள் 2-வது நாளாக புதிய உச்சம்: சென்செக்ஸ் 35,476 புள்ளிகளை கடந்தது",business
சர்வதேச சந்தையில் கச்சா எண்ணெய் விலை அதிகரித்து வருவதால் முதலீட்டாளர்கள் கவனம் அதன் பக்கம் திரும்பியுள்ளது. இதனால் சர்வதேச சந்தையில் தங்கத்தின் விலை குறைந்து வருவதாக தகவல்கள் தெரிவிக்கின்றன.,business
குடும்பத்தில் இதமான சூழ்நிலை காணப்படும். ஆனால் மனதில் குடும்ப கவலை உண்டாகும். கணவன் மனைவிக்கிடையே இருந்த மனவருத்தம் நீங்கும். பிள்ளைகள் உங்களது பேச்சை கேட்டு நடப்பது திருப்தி தரும்.,spirituality
பிக் பாஸ் இறுதிப் போட்டி: வெல்லப் போவது யார்?,tamil-cinema
இயற்கை விவசாயம் வேகமாகவளர்ச்சி அடைந்து வருகிறது: ஃபிக்கி விழாவில் ராஜசேகர் ரெட்டி கருத்து,business
"மேலும், 'விவேகம்' ட்ரெய்லருக்கு தமிழ் திரையுலகினர் பலரும் தங்களுடைய ட்விட்டர் பக்கத்தில் பகிர்ந்து, ஹாலிவுட் தரத்தில் இருப்பதாக வாழ்த்து தெரிவித்துள்ளார்கள்.",tamil-cinema
"மீரா கதிரவன் இயக்கத்தில் வெங்கட்பிரபு, விதார்த், கிருஷ்ணா, தன்ஷிகா உள்ளிட்டோர் நடிப்பில் உருவாகியிருக்கும் படம் 'விழித்திரு'. இதில் டி.ராஜேந்தர் ஒரு பாடல் பாடி, அதற்கு நடனமும் ஆடியுள்ளார். அக்டோபர் 6-ம் தேதி வெளியாகவுள்ள இப்படத்தின் பத்திரிகையாளர் சந்திப்பு சென்னையில் நடைபெற்றது.",tamil-cinema
"ஆகமொத்தம் இந்த குருப்பெயர்ச்சி சோகத்திலிருந்து உங்களை விடுவிப்பதுடன், முதல் தரமான யோகங்களையும் தருவதாக அமையும்.",spirituality
"சாமுண்டராயர் பகவான் பாகுபலி சிலைக்கு கி.பி 981-ல் குடமுழுக்கு செய்தார். அப்பொழுது குடம் குடமாகப் பாலை சிலையின் உச்சியில் சொரிந்தார்கள். ஆனால், பால் சிலையின் பாதி உடம்புக்குக் கீழே வரவில்லை. இதைக் கண்ட சாமுண்டராயர் திடுக்கிட்டு அதிர்ச்சியும் வருத்தமும் விரக்தியும் அடைந்தார்.",spirituality
"இங்கே, சிதம்பரத்தில் திருவாதிரை திருவிழா இன்று விமரிசையாக நடந்து கொண்டிருக்கிறது.",spirituality
"வைகை நதிக்கரையில் ஓராண்டு ராமாயணத் தொடர் சொற்பொழிவை, ஆகஸ்ட் 7-ம் தேதியிலிருந்து தொடங்கியிருக்கிறார் உபன்யாசகர் திருச்சி கே.கல்யாணராமன்.",spirituality
கடும் நிதி நெருக்கடிக்கு ஆளாகியுள்ள ஏர்செல் நிறுவனத்தின் 5000 ஊழியர்கள் வேலையிழக்கும் ஆபத்து ஏற்பட்டுள்ளது.,business
சர்வதேச அளவில் ஆட்டோ மொபைல் துறைக்குத் தேவையான உதிரி பாகங்களை சப்ளை செய்யும் இந் நிறுவனம் 2015-ம் ஆண்டில் கார் தயா ரிப்பில் ஆர்வம் காட்டத் தொடங்கியது. இந்நிறுவனம் ஆடி எஸ்ஓ5 மாடலை பேட்டரியால் இயக்கிக் காட்டியது. இதற்கு ரோட் ரன்னர் என பெயரிட்டு நுகர்வோர் மின்னணு கண்காட்சியில் அறிமுகப்படுத்தியது.,business
"நடப்பு நிதியாண்டில் இந்தியாவின் வளர்ச்சி விகிதம் 6.7 சதவீதமாக குறைத்து, ஆசிய மேம்பாட்டு வங்கி கணித்துள்ளது.",business
படத்தில் பண்பட்ட நடிப்பை வெளிப்படுத்தி இருப்பவர் விதார்த் தான். தன் கச்சிதமான நடிப்பால் படத்துக்கு இன்னொரு பரிமாணம் கொடுக்கிறார். இவரைச் சுற்றியே கதை நகர்கிறது. விக்ரம் சுகுமாறன் முரடனாக நல்ல நடிப்பை வழங்கியிருக்கிறார். இவரது கதாபாத்திரம் வேறுபட்டு நீட்டிக்கப்படாமல் அளவாக வைத்திருப்பது அழகு. ,tamil-cinema
# கடந்த காலம் மற்றும் எதிர்காலம் ஆகியன உண்மையான மாயைகளாக இருக்கின்றன என்பதை நான் உணர்ந்துள்ளேன்.,business
நீட் தேர்வை எதிர்த்து உச்ச நீதிமன்றத்தில் வழக்கு தொடர்ந்த அரியலூர் மாணவி அனிதா தற்கொலை செய்துகொண்டார். அனிதா உரிமை ஏந்தல் நிகழ்வு இயக்குநர் பா.ரஞ்சித் மற்றும் நீலம் அறக்கட்டளை இணைந்து சென்னை லயோலா கல்லூரியில் நடத்தியது.,tamil-cinema
சிம்ஹா தன் பங்களிப்பை சரியாக செய்திருக்கிறார். இன்னும் உச்சரிப்பில் தான் அவர் தடுமாறுகிறார். அதை இனி வரும் காலங்களிலாவது சரி செய்தாக வேண்டும்.,tamil-cinema
உலகின் முன்னணி இ-காமர்ஸ் நிறுவனமான இபே நிறுவனத்தின் தலைமை நிதி அதிகாரி. 2015-ம் ஆண்டு ஜூலை மாதத்திலிருந்து இந்தப் பொறுப்பில் இருந்து வருகிறார்.,business
ஜெயம் ரவி நடிப்பில் உருவாகியுள்ள 'டிக்:டிக்:டிக்' படத்தின் பர்ஸ்ட் லுக் ஜூலை 17-ம் தேதி வெளியாகவுள்ளது.,tamil-cinema
பாவனாவுக்கு நேர்ந்த பாலியல் துன்புறுத்தல் குறித்து..,tamil-cinema
சந்தோஷ் பி.ஜெயக்குமார் இயக்கத்தில் ஆர்யா நடித்து வரும் 'கஜினிகாந்த்' படத்தின் ஃபர்ஸ்ட் லுக்கை வெளியிட்டுள்ளது படக்குழு.,tamil-cinema
"அதாவது, அவனுடைய பாதமாகிய மலர்கள் பாதாளங்கள் ஏழிற்குக் கீழும் சென்று சொல்லுதற்கும் எட்டா வகையாக உள்ளன. அவனுடைய மலர் நிறைந்த கட்டிய சடையும் பொருள்கள் எல்லாவற்றின் எல்லைப்புறத்தன! ",spirituality
ராகவா லாரன்ஸ் இயக்கி நடிக்கும் 'கால பைரவா' ,tamil-cinema
இப்படத்தில் முக்கிய கதாபாத்திரத்தில் நடிக்க மந்திராபேடி ஒப்பந்தம் செய்யப்பட்டுள்ளார். விரைவில் இப்படத்தின் படப்பிடிப்பு தொடங்கவிருக்கிறது. இப்படத்தை ஸ்ரீ க்ரீன் புரொடக்‌ஷன்ஸ் தயாரிப்பு நிறுவனம் பெரும் பொருட்செலவில் தயாரிக்கவிருக்கிறது.,tamil-cinema
"நிடத நாட்டு மன்னன் நளன், நள பாகம் என்று தனது சமையலின் சிறப்புக்கு எடுத்துக்காட்டாக விளங்கும் விற்பன்னன். விதர்ப நாட்டு மன்னன் வீரசேனன் மகளான தமயந்தியை மணந்தார். இந்தப் பேரழகியை மணக்கத் தேவர்களும் விரும்பினர். அவள் நளனை மணந்ததால் தேவர்களில் ஒருவனான சனி பகவான் கடுங்கோபம் கொண்டார்.",spirituality
"மதுரையிலிருந்து வந்து அண்ணாமலையார் கோயில் பாதாள லிங்க சந்நிதியில், தீபமலையிலுள்ள விருபாட்சி குகையில் என தங்கி பக்தர்களின் சந்தேகங்களையும் குறைகளையும் தன் மௌனத்தாலும் எளிய, இனிய, ஒற்றை வார்த்தைகளாலும் பதிலாகத் தந்து வழிகாட்டிய மகான் என்று பூரிக்கின்றனர் பக்தர்கள்.",spirituality
தேன் தவழும் இதழ்களைக் கொண்ட தாமரைகள் மலர்கின்ற குளுமையான வயல்கள் சூழ்ந்த திருப்பெருந்துறையில் வீற்றிருக்கும் சிவபெருமானே! காளை பொறித்த உயர்ந்த கொடியை உடையவனே! என்னை உடையவனே! எம்பெருமானே! பள்ளி எழுந்து அருள்வாயாக! என்று போற்றி வணங்கிக் கொண்டாடுகிறார் மாணிக்கவாசகர்.,spirituality
"தன்னுடன் வந்த தேவதூதர்களைப் பார்த்து, “என்னுடைய தம்பிகள் எங்கே? அவர்கள் இருக்கும் இடத்துக்குப் போக விரும்புகிறேன்” என்று சொல்லி அங்கிருந்து திரும்பினான். “அவர்களிடம் போக நீங்கள் விரும்பினால் அழைத்துச் செல்கிறோம்” என்று சொன்ன தேவதூதர்கள், தருமனை வேறு இடத்துக்குக் கூட்டிச் சென்றார்கள்.",spirituality
தேவதை மகாவீரரின் மேன்மை பற்றிக் கூறியது. ,spirituality
"இல்லையென்றால் ஜிஎஸ்டி ஜூலை 1 முதல் அமலுக்கு வருகிறது என்றவுடனேயே, அது அமலுக்கு வரும் முன்பாகவே விலையை ஏற்றி இருப்பார்களா?. சரி விலையைத்தான் ஏற்றினார்களே, ஜூலை 1 முதல் ஏற்றிய விலைக்கு உள்ளாகவாவது அமல்படுத்தப்பட்ட சரக்கு மற்றும் சேவை வரியை வைத்துக் கொண்டார்களா. ஏற்றிய விலைக்கு மேல் ஜிஎஸ்டி எக்ஸ்ட்ரா.",business
ஏப்ரல் முதல் ஆகஸ்ட் வரையில் தங்கம் இறக்குமதி மூன்று மடங்கு அதிகரிப்பு,business
"`முதலாளி, முதலாளி' என்று கூப்பிட்டவரையே `சம்பந்தி, சம்பந்தி ' எனக் கூப்பிடச் சொல்லி மகிழ்ந்த டெல்லி குமார், கோபத்தில் ஏதேதோ சொல்லி விட, பூகம்பம் வெடித்துக் கல்யாணமே நின்றுவிடும்!",business
100 சிசி மற்றும் 125 சிசி சந்தையில் முன்னணியில் உள்ள இந்நிறுவனம் இனிவரும் காலங்களில் 250 சிசி மற்றும் அதற்கும் கூடுதல் திறன் கொண்ட மோட்டார் சைக்கிள்களை தயாரிக்க உள்ளது.,business
"அட்லீ இயக்கத்தில் விஜய், சமந்தா, ஏமி ஜாக்சன், இயக்குநர் மகேந்திரன், ராதிகா சரத்குமார் உள்ளிட்ட பலர் நடிக்க, தாணு தயாரித்திருந்தார். விமர்சன ரீதியாகவும், வசூல் ரீதியாகவும் இப்படத்திற்கு பெரும் வரவேற்பு கிடைத்தது குறிப்பிடத்தக்கது.",tamil-cinema
"தங்கள் கருத்துகளை முன்வைத்த பிறகு, இரண்டு இளைஞர்களும் கன்ஃபூசியஸின் கருத்தைக் கேட்டனர். அதற்கு கன்ஃபூசியஸ், “உண்மையிலேயே எனக்குத் தெரியாது!” என்று பதிலளித்தார்.",spirituality
ஜிஎஸ்டி அமலாக்கத்துக்குப்பிறகு நாட்டில் எந்த பொருள்களின் விலை குறைந்ததோ தெரியவில்லை ஆனால் ஆட்டோமொபைல் துறையில் விலை குறைப்பு நிகழ்ந்துள்ளது. இருசக்கர வாகனம் முதல் கார்கள் வரையிலான விலை குறைப்பு வாகன பிரியர்கள் மத்தியில் வரவேற்பைப் பெற்றுள்ளது.,business
"பழையன கழிதலும், புதியன புகுதலும் புத்தாண்டின் முக்கிய அம்சமாகும். குறிப்பாக தமிழர் திருநாளாம் பொங்கலுக்கு முந்தைய போகிப் பண்டிகையை பழையன கழிதல் முக்கிய நிகழ்வாகவே கருதப்படுகிறது.",business
இந்தியப் பொருளாதாரம் மீண்டெழும்; 2018 -19 நிதியாண்டில் வளர்ச்சி விகிதம் 7.3 % ஆக அதிகரிக்கும்: உலக வங்கி கணிப்பு,business
கே.வி.ஆனந்த் இயக்கவுள்ள புதிய படத்தில் சூர்யா நடிக்கவுள்ளதாக தகவல்கள் வெளியாகியுள்ளன.,tamil-cinema
"இக்கதைப்படி மூன்று நாயகிகள் இருப்பதாகவும், விரைவில் யாரென்று தெரியவரும் என்று படக்குழு தெரிவித்திருந்தது. ",tamil-cinema
"பாரதிராஜாவுடன் நடித்து, அவரது இயக்கத்திலும் நடிக்கிறீர்களே..",tamil-cinema
"இயக்குநர் கவுதம் மேனன் வியாழக்கிழமை அதிகாலை தனது காரில் மாமல்லபுரத்தில் இருந்து சென்னை நோக்கி சென்று கொண்டிருந்தார். அவர் சென்னை சோழிங்கநல்லூர் ஆவின் பால்பண்ணை அருகே செல்லும்போது, சாலையில் நின்று கொண்டிருந்த டிப்பர் லாரி மீது கவுதம் வாசுதேவ் மேனன் கார் எதிர்பாராமல் மோதியுள்ளார். ",tamil-cinema
லகம் முழுவதும் இப்போது பேட்டரி வாகனங்கள் தயாரிப்பு குறித்த ஆய்வுகள் தொடர்கின்றன. அடுத்த 3 ஆண்டுகளில் பேட்டரி வாகனங்களைத் தயாரிக்கும் இலக்கோடு ஜப்பானைச் சேர்ந்த டொயோடாவும் சுஸுகி நிறுவனமும் கூட்டு சேர்ந்துள்ளன.,business
"கடந்த மாதம் பள்ளி, கல்லூரிகளுக்கு விடுமுறை விட வேண்டிய நிலையும். ஒரு வாரத்துக்குக் கட்டுமானப் பணிகளை நிறுத்தி வைக்கும் அளவுக்கு டெல்லியின் காற்று மாசு இந்திய அரசியலில் மட்டுமின்றி சர்வதேச அரங்கிலும் விவாதப் பொருளானது.",business
* அகில பாரத ஐயப்ப சேவா சங்கம் செய்து வரும் வரும் சேவைகள் காரணமாக லட்சக்கணக்கான பக்தர்கள் பயன் அடைந்து வருகிறார்கள். ,spirituality
ஜிஎஸ்டி மற்றும் பணமதிப்பு நீக்கம் ஆகிய காரணங்களால் இந்தியாவின் வளர்ச்சி தற்காலிகமாக குறைந்திருக்கிறது. இருந்தாலும் அடுத்த ஆண்டு உலகின் ஐந்தாவது பெரிய பொருளாதாரமாக இந்தியா இருக்கும். அதேபோல வரும் 2032-ம் ஆண்டு அமெரிக்காவை விட மிகப்பெரிய பொருளாதாரமாக சீனா இருக்கும்.,business
"குடும்பத்தில் கணவன், மனைவிக்கிடையே திடீர் கருத்து வேற்றுமை தோன்றி மறையும். ஒற்றுமை அதிகரிக்கும். பிள்ளைகளுக்காக பாடுபட வேண்டி இருக்கும். ஒரு நல்ல குறிக்கோளுக்காக புண்ணிய பயணம் செய்ய வேண்டி இருக்கும். ஆடம்பர பொருட்கள், வீட்டிற்கு தேவையான பொருட்களை வாங்குவதன் மூலம் செலவு உண்டாகும்.",spirituality
இப்படத்துக்கு கலவையான விமர்சனங்கள் வந்துள்ளதால் வசூல் பாதிக்கும் என்று தகவல் வெளியாகியுள்ளது. இந்நிலையில் உலகளவில் முதல் நாளில் 51 கோடி ரூபாய் வசூல் செய்திருப்பதாக படக்குழு அதிகாரப்பூர்வமாக அறிவித்திருக்கிறது.,tamil-cinema
சர்வதேச அளவிலான நட்சத்திர குறியீடு வழங்கும் அமைப்பு மேற்கொண்ட ஆய்வில் சில இந்திய கார் தயாரிப்பு நிறுவனங்களின் தயாரிப்பு முழுமையான பாதுகாப்பு அம்சங்களைப் பூர்த்தி செய்யவில்லை.,business
"இதுகுறித்து வணிகத் தரப்பில் ஒருவர் பேசியபோது, ''தமிழ்நாட்டில் முதல் 4 நாட்களில் படம் ரூ.10 கோடியை வசூலித்துள்ளது. படம் குறித்த நேர்மறை விமர்சனங்கள் அதிகமாக உள்ளதால், வசூல் இன்னும் அதிகரிக்க வாய்ப்புள்ளது'' என்றார்.",tamil-cinema
துணைத்தலைவர் பதவியிலிருந்து விலகியது ஏன்? - நடிகர் சங்கத் தலைவருக்கு பொன்வண்ணன் கடிதம் ,tamil-cinema
